1	633.5581572	40.73936578	94.15419286	8.157097759
101	444.5571806	24.61909029	15.6582912	1.370906448
201	444.5571806	23.82182033	8.31889408	0.727842403
301	444.5571806	23.3837067	5.560800918	0.496590354
401	444.5571806	23.3483084	4.39744365	0.377173062
501	444.5571806	23.13651639	3.524873422	0.34958997
601	444.5571806	23.23206	2.906429396	0.278705649
701	444.5571806	23.29398484	2.5845817	0.232213805
801	444.5571806	23.15009765	2.438540203	0.21415614
901	444.5571806	22.82426496	2.30531366	0.21300409
1001	444.5571806	22.67369104	2.184670317	0.202808306
1101	444.5571806	22.98186939	2.075168208	0.175524211
1201	444.5571806	22.91673133	1.976727792	0.157207183
1301	444.5571806	22.88331355	1.887115553	0.184920741
1401	444.5571806	22.90478153	1.805592209	0.147889223
1501	444.5571806	22.76097779	1.731247968	0.15286845
1601	444.5571806	22.97469514	1.663226351	0.129760987
1701	444.5571806	22.94641694	1.60080165	0.127728132
1801	444.5571806	22.76869131	1.543358053	0.138840079
1901	444.5571806	22.85637603	1.490321096	0.137061994
2001	444.5571806	22.89174029	1.441200262	0.123491874
2101	444.5571806	22.81454528	1.395673076	0.112415958
2201	444.5571806	23.15525462	1.353722431	0.124083115
2301	444.5571806	22.83774815	1.314218323	0.117173622
2401	444.5571806	22.82993749	1.277343551	0.122205007
2501	444.5571806	22.63164781	1.242795635	0.116813274
2601	444.5571806	22.80750378	1.210381491	0.106255441
2701	444.5571806	22.69201976	1.179912436	0.127051261
2801	444.5571806	22.74249348	1.15122097	0.113764129
2901	444.5571806	22.7228548	1.124037857	0.108988965
3001	444.5571806	22.90159101	1.098590237	0.104460879
3101	444.5571806	22.66347631	1.074252098	0.106608683
3201	444.5571806	22.78086906	1.051317255	0.108568667
3301	444.5571806	22.79263804	1.029555658	0.113433091
3401	444.5571806	23.00933956	1.192776531	0.101158581
3501	444.5571806	22.86920627	0.98921253	0.116421387
3601	444.5571806	22.80585516	1.014321217	0.104566261
3701	444.5571806	22.68589657	1.084846705	0.124511832
3801	444.5571806	22.89171145	0.935573045	0.096518831
3901	444.5571806	22.67956347	0.919283815	0.102435025
4001	444.5571806	22.59606507	0.903941271	0.115409831
4101	444.5571806	22.67153972	0.888788216	0.122919889
4201	444.5571806	22.75948716	0.874757355	0.109729282
4301	444.5571806	22.69353234	0.861056319	0.10364889
4401	444.5571806	22.61296	0.847904848	0.110622849
4501	444.5571806	23.18083806	0.835270674	0.097027543
4601	444.5571806	22.77130281	0.823123996	0.103050697
4701	444.5571806	22.80585931	0.811437249	0.097829827
4801	444.5571806	22.74332226	0.800184897	0.101215403
4901	444.5571806	22.66554051	0.789343251	0.101953599
5001	444.5571806	22.62544098	0.77858565	0.124997217
5101	444.5571806	23.05448966	0.768495506	0.099728517
5201	444.5571806	22.6425452	0.758754727	0.098565785
5301	444.5571806	22.73616332	0.749345536	0.101375856
5401	444.5571806	22.69234687	0.740251333	0.103393919
5501	444.5571806	22.86353575	0.731456609	0.098658134
5601	444.5571806	22.81851585	0.72294685	0.102102823
5701	444.5571806	22.61217174	0.714708463	0.098524284
5801	444.5571806	22.66786151	1.069204576	0.103858113
5901	444.5571806	22.66030036	0.698995616	0.099971306
6001	444.5571806	22.70129495	0.691497958	0.096710993
6101	444.5571806	22.74612716	0.684225166	0.106636552
6201	444.5571806	22.6971346	0.677526734	0.101906152
6301	444.5571806	22.72711051	1.12274823	0.1003459
6401	444.5571806	22.70465187	0.663655456	0.105223455
6501	444.5571806	22.80591726	0.657188441	0.09516374
6601	444.5571806	22.67736325	0.650901934	0.104543758
6701	444.5571806	22.77175272	0.644788498	0.098128013
6801	444.5571806	22.74007328	0.968872325	0.106108654
6901	444.5571806	22.93334335	0.633053063	0.099001394
7001	444.5571806	22.65500352	0.627418093	0.096144653
7101	444.5571806	22.75892958	0.622319643	0.096873222
7201	444.5571806	22.7113345	0.616976063	0.096529448
7301	444.5571806	22.87262686	0.611768426	0.09858158
7401	444.5571806	22.7399554	0.606691617	0.10374508
7501	444.5571806	22.58023451	0.601740776	0.102987141
7601	444.5571806	22.79991156	0.596911277	0.094182155
7701	444.5571806	22.82610218	0.591792978	0.098461349
7801	444.5571806	22.83667694	0.587190665	0.09695671
7901	444.5571806	22.64437604	0.651764466	0.101979944
8001	444.5571806	22.8614071	0.578308679	0.09540173
8101	444.5571806	22.58672413	0.574437085	0.111201454
8201	444.5571806	22.56927387	0.570250156	0.110264371
8301	444.5571806	22.73191091	0.56615777	0.110361277
8401	444.5571806	22.68244727	1.49085618	0.10354116
8501	444.5571806	22.71007469	0.558244111	0.105232367
8601	444.5571806	22.80582225	0.610505033	0.104460298
8701	444.5571806	22.7197757	0.663051274	0.098956182
8801	444.5571806	22.57636711	0.607604101	0.110723328
8901	444.5571806	22.7322798	0.543421058	0.097337764
9001	444.5571806	22.82396914	0.673937783	0.103781712
9101	444.5571806	22.7692335	0.536470104	0.104649077
9201	444.5571806	22.83168246	0.533101515	0.098695424
9301	444.5571806	22.71454545	0.529801296	0.100558477
9401	444.5571806	22.70949889	0.534560425	0.094174158
9501	444.5571806	22.69750452	0.523397813	0.097414406
9601	444.5571806	22.73235673	0.520290673	0.108095299
9701	444.5571806	22.70214776	0.517244142	0.098512379
9801	444.5571806	22.89341932	0.514256466	0.099660012
9901	444.5571806	22.64784701	0.511325956	0.099849687
10001	444.5571806	22.6345459	1.071636323	0.099313746
