1	449.6367259	37.61372587	83.41451338	2.846481058	10
201	444.4008242	21.03042036	8.303489898	0.317200494	10
401	444.4008242	20.54312875	4.347308717	0.17640782	10
601	444.4008242	20.20466758	2.996454764	0.129453833	10
801	444.4008242	20.04060206	2.216501518	0.103969446	10
1001	444.4008242	20.13040317	1.851976207	0.095032901	10
1201	444.4008242	19.92249366	1.533349574	0.082473399	10
1401	444.4008242	20.04091779	1.46502689	0.08258003	10
1601	444.4008242	20.09590031	1.200275624	0.074010504	10
1801	444.4008242	20.00917883	1.041869325	0.07413443	10
2001	444.4008242	19.90344716	1.012332855	0.072366703	10
2201	444.4008242	19.99057837	0.986012449	0.068420572	10
2401	444.4008242	19.86284676	0.780316336	0.070432374	10
2601	444.4008242	20.00477759	0.85253223	0.06943841	10
2801	444.4008242	19.92011432	0.752168268	0.066152317	10
3001	444.4008242	20.09584816	0.670790528	0.066038065	10
3201	444.4008242	19.87575088	0.748450687	0.069264874	10
3401	444.4008242	19.94449709	0.538313117	0.068512276	10
3601	444.4008242	20.00315667	0.519249917	0.067825628	10
3801	444.4008242	19.92134458	0.541765888	0.065691828	10
4001	444.4008242	19.98732094	0.57257292	0.069393482	10
4201	444.4008242	19.95181395	0.431868968	0.065063365	10
4401	444.4008242	20.03648714	0.492436139	0.06683734	10
4601	444.4008242	19.99412443	0.399955784	0.066184505	10
4801	444.4008242	19.95514797	0.413600754	0.0637176	10
5001	444.4008242	19.9855405	0.427210284	0.06395658	10
5201	444.4008242	19.95962969	0.350859715	0.061860453	10
5401	444.4008242	20.0062752	0.314045451	0.066964793	10
5601	444.4008242	20.02683474	0.494151235	0.064415333	10
5801	444.4008242	20.00697022	0.402390149	0.064175124	10
6001	444.4008242	19.88951451	0.396669941	0.065582469	10
6201	444.4008242	19.8204517	0.513133929	0.065608762	10
6401	444.4008242	19.91299153	0.31112068	0.063317048	10
6601	444.4008242	19.93789298	0.364170231	0.067619942	10
6801	444.4008242	19.85090721	0.377632661	0.065194789	10
7001	444.4008242	19.98908235	0.326742549	0.064618287	10
7201	444.4008242	20.01363768	0.3240911	0.064279424	10
7401	444.4008242	19.96601477	0.31112068	0.062567686	10
7601	444.4008242	19.87575464	0.323607526	0.065100463	10
7801	444.4008242	19.98484909	0.364122844	0.064036249	10
8001	444.4008242	19.82866003	0.792657954	0.070535259	10
8201	444.4008242	19.99007493	0.33507878	0.066211091	10
8401	444.4008242	19.92961525	0.426171686	0.06476243	10
8601	444.4008242	19.98054857	0.405929867	0.065255673	10
8801	444.4008242	20.00777843	0.353655153	0.064734738	10
9001	444.4008242	19.95166342	0.318211621	0.065626619	10
9201	444.4008242	19.92800121	0.356573983	0.065999933	10
9401	444.4008242	19.87725656	0.321768802	0.062423026	10
9601	444.4008242	19.80984519	0.331948082	0.064733004	10
9801	444.4008242	20.00758292	0.386509574	0.066224295	10
10001	444.4008242	19.87108836	0.364461285	0.065670533	10
1	537.0231263	36.45008003	40.81432366	1.702101322	20
201	444.5150588	20.50546592	8.124207367	0.215871901	20
401	444.5150588	19.55869152	4.59274782	0.129859348	20
601	444.5150588	19.35541132	3.187009341	0.10077166	20
801	444.5150588	19.27189226	2.438187287	0.085722443	20
1001	444.5150588	19.34053992	1.974463197	0.077339654	20
1201	444.5150588	19.22213813	1.659499155	0.075302052	20
1401	444.5150588	19.17127824	1.431773119	0.070078771	20
1601	444.5150588	19.16355884	1.259520971	0.069234145	20
1801	444.5150588	19.12408786	1.124707732	0.070228902	20
2001	444.5150588	19.1112011	1.01634171	0.064777852	20
2201	444.5150588	19.07144429	0.927345501	0.066013345	20
2401	444.5150588	19.19106999	0.8529576	0.065565992	20
2601	444.5150588	19.18409129	0.78985754	0.064547493	20
2801	444.5150588	19.15453932	0.735659486	0.063817726	20
3001	444.5150588	19.06456282	0.688605232	0.066374366	20
3201	444.5150588	19.11070142	0.647370677	0.063292737	20
3401	444.5150588	19.18388469	0.610939714	0.061295381	20
3601	444.5150588	19.22159417	0.578519642	0.065520708	20
3801	444.5150588	19.19410079	0.549483	0.064602649	20
4001	444.5150588	19.18360414	0.523326658	0.064317067	20
4201	444.5150588	19.03287397	0.533898802	0.06322491	20
4401	444.5150588	19.11879483	0.478095965	0.063570119	20
4601	444.5150588	18.97114178	0.45841029	0.061638112	20
4801	444.5150588	19.04400319	0.44035446	0.06302028	20
5001	444.5150588	19.19523343	0.423734177	0.063405272	20
5201	444.5150588	19.15274149	0.441782162	0.065445882	20
5401	444.5150588	19.0302247	0.394166067	0.063314976	20
5601	444.5150588	19.05804604	0.383489949	0.063662055	20
5801	444.5150588	19.15800232	0.426798906	0.06291133	20
6001	444.5150588	19.24480058	0.357168631	0.062045338	20
6201	444.5150588	19.08147303	0.414545749	0.06334156	20
6401	444.5150588	19.13767634	0.380745215	0.061898233	20
6601	444.5150588	19.06821227	0.49081358	0.063452545	20
6801	444.5150588	19.16118114	0.672446799	0.0646601	20
7001	444.5150588	19.08024959	0.497382906	0.062185933	20
7201	444.5150588	19.12241786	0.463672523	0.065040087	20
7401	444.5150588	19.12782873	0.455067645	0.062309896	20
7601	444.5150588	19.06442656	0.361921301	0.062945171	20
7801	444.5150588	19.16468676	0.329928692	0.063771096	20
8001	444.5150588	19.06782181	0.334943138	0.063170468	20
8201	444.5150588	19.11968384	0.387803617	0.062497621	20
8401	444.5150588	19.11344515	0.321780292	0.06224727	20
8601	444.5150588	19.09462079	0.321780292	0.063187986	20
8801	444.5150588	19.0912871	0.321780292	0.062111601	20
9001	444.5150588	19.09768108	0.556254677	0.063239613	20
9201	444.5150588	19.07709301	0.321780292	0.063654279	20
9401	444.5150588	18.98711444	0.448426027	0.063687452	20
9601	444.5150588	19.09439146	0.350730884	0.063084598	20
9801	444.5150588	19.05287923	0.345781226	0.062844168	20
10001	444.5150588	19.04542316	0.341986032	0.063230546	20
1	444.3874565	31.24972376	40.59949479	1.408101834	30
201	444.3874565	19.70140706	4.865457655	0.17022588	30
401	444.3874565	19.23091882	2.547364728	0.109004205	30
601	444.3874565	18.90839751	1.789306476	0.090218677	30
801	444.3874565	18.83271934	1.326857595	0.086451078	30
1001	444.3874565	18.93266399	1.113151832	0.078146591	30
1201	444.3874565	18.76737357	1.041460364	0.078693406	30
1401	444.3874565	18.66632757	0.810144719	0.072396088	30
1601	444.3874565	18.63721049	0.723321088	0.073580889	30
1801	444.3874565	18.66451156	0.66987904	0.070744916	30
2001	444.3874565	18.64644486	0.598126766	0.070932514	30
2201	444.3874565	18.70087064	0.551510679	0.070712707	30
2401	444.3874565	18.79570677	0.5527304	0.071629756	30
2601	444.3874565	18.67170598	0.528045919	0.071632675	30
2801	444.3874565	18.6588027	0.449586828	0.069100735	30
3001	444.3874565	18.65421349	0.424240796	0.069680086	30
3201	444.3874565	18.68021866	0.401921257	0.069550718	30
3401	444.3874565	18.67220509	0.382116696	0.06838407	30
3601	444.3874565	18.6225843	0.364552708	0.069600918	30
3801	444.3874565	18.69264829	0.364552708	0.068235987	30
4001	444.3874565	18.80258421	0.520490151	0.069473084	30
4201	444.3874565	18.70990721	0.364552708	0.0684362	30
